symbol,event_type,price,volume,market_sentiment,timestamp,date,hour,price_change,rolling_price,volume_spike
AAPL,trade,172.19,5855,bullish,2026-04-22 19:19:23,2026-04-22,19,6.259999999999991,173.12600000000003,True
AAPL,price_update,189.68,1189,neutral,2026-04-22 19:19:24,2026-04-22,19,17.49000000000001,173.902,False
AAPL,trade,186.65,462,neutral,2026-04-22 19:19:35,2026-04-22,19,-3.030000000000001,175.68200000000002,False
AAPL,trade,190.46,5879,bearish,2026-04-22 19:19:44,2026-04-22,19,3.8100000000000023,180.982,True
AAPL,trade,178.83,8637,bullish,2026-04-22 19:19:51,2026-04-22,19,-11.629999999999995,183.562,True
AAPL,price_update,194.78,2984,bearish,2026-04-22 19:19:56,2026-04-22,19,15.949999999999989,188.07999999999998,False
AAPL,price_update,163.31,2726,bearish,2026-04-22 19:20:10,2026-04-22,19,-31.47,182.806,False
AAPL,price_update,187.04,8054,bearish,2026-04-22 19:20:18,2026-04-22,19,23.72999999999999,182.88400000000001,True
AAPL,price_update,189.31,2978,neutral,2026-04-22 19:20:28,2026-04-22,19,2.2700000000000102,182.654,False
AAPL,price_update,192.97,5690,bullish,2026-04-22 19:20:35,2026-04-22,19,3.6599999999999966,185.482,True
AAPL,price_update,182.0,3960,bullish,2026-04-22 19:20:48,2026-04-22,19,-10.969999999999999,182.926,False
AAPL,trade,176.84,7215,bearish,2026-04-22 19:21:11,2026-04-22,19,-5.159999999999997,185.632,True
AAPL,price_update,187.1,4379,bullish,2026-04-22 19:21:16,2026-04-22,19,10.259999999999991,185.644,False
AAPL,trade,185.45,323,neutral,2026-04-22 19:21:19,2026-04-22,19,-1.6500000000000057,184.872,False
AAPL,price_update,179.86,6260,bullish,2026-04-22 19:21:24,2026-04-22,19,-5.589999999999975,182.25,True
AAPL,price_update,164.25,8368,neutral,2026-04-22 19:21:24,2026-04-22,19,-15.610000000000014,178.7,True
AAPL,price_update,185.5,8232,bullish,2026-04-22 19:21:25,2026-04-22,19,21.25,180.432,True
AAPL,price_update,185.48,2273,neutral,2026-04-22 19:21:29,2026-04-22,19,-0.020000000000010232,180.108,False
AAPL,trade,191.01,3066,bearish,2026-04-22 19:21:30,2026-04-22,19,5.530000000000001,181.22,False
AAPL,trade,159.53,7950,bullish,2026-04-22 19:21:35,2026-04-22,19,-31.47999999999999,177.154,True
AAPL,price_update,193.23,2721,bullish,2026-04-22 19:21:38,2026-04-22,19,33.69999999999999,182.95,False
AAPL,trade,190.45,4413,bearish,2026-04-22 19:21:42,2026-04-22,19,-2.780000000000001,183.94,False
AAPL,price_update,183.54,8854,neutral,2026-04-22 19:21:51,2026-04-22,19,-6.909999999999997,183.552,True
AAPL,trade,186.71,4871,bearish,2026-04-22 19:21:53,2026-04-22,19,3.170000000000016,182.692,False
AAPL,trade,188.96,5759,bullish,2026-04-22 19:22:00,2026-04-22,19,2.25,188.578,True
AAPL,trade,185.37,201,bearish,2026-04-22 19:22:13,2026-04-22,19,-3.5900000000000034,187.006,False
AAPL,price_update,175.62,4751,bearish,2026-04-22 19:22:17,2026-04-22,19,-9.75,184.04,False
AAPL,price_update,169.44,8145,bearish,2026-04-22 19:22:36,2026-04-22,19,-6.180000000000007,181.22,True
AAPL,price_update,186.78,7460,neutral,2026-04-22 19:22:41,2026-04-22,19,17.340000000000003,181.234,True
AAPL,price_update,186.36,5828,bullish,2026-04-22 19:22:59,2026-04-22,19,-0.4199999999999875,180.714,True
AAPL,price_update,167.79,7584,bullish,2026-04-22 19:23:13,2026-04-22,19,-18.57000000000002,177.198,True
AAPL,price_update,178.35,4291,bullish,2026-04-22 19:23:26,2026-04-22,19,10.560000000000002,177.744,False
AAPL,price_update,187.01,7763,bullish,2026-04-22 19:23:32,2026-04-22,19,8.659999999999997,181.25799999999998,True
AAPL,trade,187.07,3707,bearish,2026-04-22 19:23:37,2026-04-22,19,0.060000000000002274,181.31599999999997,False
AAPL,price_update,164.68,6754,bearish,2026-04-22 19:23:38,2026-04-22,19,-22.389999999999986,176.98,True
AAPL,price_update,188.89,4855,bullish,2026-04-22 19:23:57,2026-04-22,19,24.20999999999998,181.2,False
AAPL,trade,179.84,3286,bearish,2026-04-22 19:23:58,2026-04-22,19,-9.049999999999983,181.498,False
AAPL,price_update,181.49,9986,bullish,2026-04-22 19:24:02,2026-04-22,19,1.6500000000000057,180.394,True
AAPL,price_update,191.77,3664,bullish,2026-04-22 19:24:10,2026-04-22,19,10.280000000000001,181.334,False
AAPL,price_update,179.63,7649,bearish,2026-04-22 19:24:40,2026-04-22,19,-12.140000000000015,184.324,True
AAPL,trade,178.7,561,bearish,2026-04-22 19:24:44,2026-04-22,19,-0.9300000000000068,182.286,False
AAPL,price_update,186.06,9913,neutral,2026-04-22 19:24:46,2026-04-22,19,7.360000000000014,183.53,True
AAPL,trade,166.71,5813,bullish,2026-04-22 19:24:48,2026-04-22,19,-19.349999999999994,180.574,True
AAPL,trade,186.99,5864,neutral,2026-04-22 19:24:49,2026-04-22,19,20.28,179.618,True
AAPL,trade,190.7,3627,bearish,2026-04-22 19:24:53,2026-04-22,19,3.7099999999999795,181.832,False
AAPL,trade,163.69,1936,bullish,2026-04-22 19:25:01,2026-04-22,19,-27.00999999999999,178.83,False
AAPL,trade,168.55,8447,bearish,2026-04-22 19:25:34,2026-04-22,19,4.860000000000014,175.328,True
AAPL,trade,189.56,1046,bearish,2026-04-22 19:25:35,2026-04-22,19,21.00999999999999,179.898,False
AAPL,price_update,184.29,9964,bullish,2026-04-22 19:26:07,2026-04-22,19,-5.27000000000001,179.358,True
AAPL,price_update,188.25,2827,neutral,2026-04-22 19:26:12,2026-04-22,19,3.960000000000008,178.868,False
AAPL,price_update,170.8,7119,bearish,2026-04-22 19:26:13,2026-04-22,19,-17.44999999999999,180.29000000000002,True
AAPL,trade,171.72,3076,bullish,2026-04-22 19:26:15,2026-04-22,19,0.9199999999999875,180.924,False
AAPL,price_update,168.62,851,bearish,2026-04-22 19:26:16,2026-04-22,19,-3.0999999999999943,176.736,False
AAPL,trade,169.28,123,bearish,2026-04-22 19:26:18,2026-04-22,19,0.6599999999999966,173.734,False
AAPL,price_update,190.22,437,bearish,2026-04-22 19:26:29,2026-04-22,19,20.939999999999998,174.128,False
AAPL,trade,187.9,7904,bearish,2026-04-22 19:26:41,2026-04-22,19,-2.319999999999993,177.548,True
AAPL,trade,161.64,4747,bullish,2026-04-22 19:26:41,2026-04-22,19,-26.26000000000002,175.532,False
AAPL,trade,179.25,9679,bullish,2026-04-22 19:27:24,2026-04-22,19,17.610000000000014,177.658,True
AAPL,price_update,194.49,7811,bearish,2026-04-22 19:27:26,2026-04-22,19,15.240000000000009,182.7,True
AAPL,trade,187.11,5753,bullish,2026-04-22 19:27:28,2026-04-22,19,-7.3799999999999955,182.07800000000003,True
AAPL,price_update,184.34,8142,neutral,2026-04-22 19:27:34,2026-04-22,19,-2.7700000000000102,181.36599999999999,True
AAPL,price_update,183.9,726,bearish,2026-04-22 19:27:36,2026-04-22,19,-0.4399999999999977,185.81800000000004,False
AAPL,trade,191.89,5470,bearish,2026-04-22 19:27:41,2026-04-22,19,7.989999999999981,188.346,True
AAPL,trade,191.82,5386,bearish,2026-04-22 19:27:46,2026-04-22,19,-0.06999999999999318,187.812,True
AAPL,price_update,185.58,1103,neutral,2026-04-22 19:27:48,2026-04-22,19,-6.239999999999981,187.50600000000003,False
AAPL,trade,159.83,1505,neutral,2026-04-22 19:27:57,2026-04-22,19,-25.75,182.60399999999998,False
AAPL,price_update,170.32,2357,bearish,2026-04-22 19:28:16,2026-04-22,19,10.48999999999998,179.88799999999998,False
AAPL,price_update,170.45,3167,bearish,2026-04-22 19:28:33,2026-04-22,19,0.12999999999999545,175.6,False
AAPL,price_update,165.63,7500,bullish,2026-04-22 19:28:42,2026-04-22,19,-4.819999999999993,170.362,True
AAPL,trade,191.44,8410,neutral,2026-04-22 19:28:47,2026-04-22,19,25.810000000000002,171.534,True
AAPL,price_update,189.92,729,bearish,2026-04-22 19:29:04,2026-04-22,19,-1.5200000000000102,177.55199999999996,False
AAPL,price_update,183.37,8292,bearish,2026-04-22 19:29:08,2026-04-22,19,-6.549999999999983,180.16199999999998,True
AAPL,trade,189.23,5628,bullish,2026-04-22 19:29:30,2026-04-22,19,5.859999999999985,183.91799999999998,True
AAPL,trade,189.73,4715,neutral,2026-04-22 19:29:39,2026-04-22,19,0.5,188.738,False
AAPL,trade,191.84,4547,bearish,2026-04-22 19:29:40,2026-04-22,19,2.1100000000000136,188.81799999999998,False
AAPL,trade,184.2,391,bullish,2026-04-22 19:29:41,2026-04-22,19,-7.640000000000015,187.674,False
AAPL,price_update,188.12,8807,bullish,2026-04-22 19:29:47,2026-04-22,19,3.920000000000016,188.624,True
AAPL,price_update,187.97,6044,neutral,2026-04-22 19:30:02,2026-04-22,19,-0.15000000000000568,188.372,True
AAPL,price_update,165.82,7791,neutral,2026-04-22 19:30:19,2026-04-22,19,-22.150000000000006,183.58999999999997,True
AAPL,trade,181.03,7773,neutral,2026-04-22 19:30:29,2026-04-22,19,15.210000000000008,181.42799999999997,True
AAPL,trade,163.62,5871,bearish,2026-04-22 19:30:35,2026-04-22,19,-17.409999999999997,177.31199999999998,True
AAPL,trade,190.46,7327,bullish,2026-04-22 19:30:44,2026-04-22,19,26.840000000000003,177.78,True
AAPL,price_update,193.19,4115,neutral,2026-04-22 19:30:52,2026-04-22,19,2.7299999999999898,178.824,False
AAPL,trade,187.9,2903,neutral,2026-04-22 19:30:57,2026-04-22,19,-5.289999999999992,183.24,False
AAPL,trade,176.1,9436,bearish,2026-04-22 19:31:03,2026-04-22,19,-11.800000000000011,182.25400000000002,True
AAPL,price_update,165.8,9993,bearish,2026-04-22 19:31:11,2026-04-22,19,-10.299999999999983,182.69,True
AAPL,price_update,190.53,265,bearish,2026-04-22 19:31:19,2026-04-22,19,24.72999999999999,182.704,False
AAPL,trade,188.08,9056,bearish,2026-04-22 19:31:59,2026-04-22,19,-2.4499999999999886,181.682,True
AAPL,trade,179.98,3689,neutral,2026-04-22 19:32:03,2026-04-22,19,-8.100000000000023,180.098,False
AAPL,trade,192.65,7294,bearish,2026-04-22 19:32:13,2026-04-22,19,12.670000000000016,183.408,True
AAPL,price_update,189.62,990,bullish,2026-04-22 19:32:17,2026-04-22,19,-3.030000000000001,188.172,False
AAPL,price_update,192.41,9723,bearish,2026-04-22 19:32:26,2026-04-22,19,2.789999999999992,188.548,True
AAPL,trade,184.41,9730,neutral,2026-04-22 19:32:33,2026-04-22,19,-8.0,187.81400000000002,True
AAPL,trade,187.41,4559,bearish,2026-04-22 19:32:39,2026-04-22,19,3.0,189.3,False
AAPL,trade,191.58,6481,bullish,2026-04-22 19:32:43,2026-04-22,19,4.170000000000016,189.086,True
AAPL,price_update,183.99,398,neutral,2026-04-22 19:32:45,2026-04-22,19,-7.590000000000003,187.96,False
AAPL,price_update,181.2,3903,neutral,2026-04-22 19:32:55,2026-04-22,19,-2.7900000000000205,185.71800000000002,False
AAPL,price_update,176.92,531,neutral,2026-04-22 19:33:13,2026-04-22,19,-4.280000000000001,184.21999999999997,False
AAPL,trade,193.46,3467,neutral,2026-04-22 19:33:19,2026-04-22,19,16.54000000000002,185.43,False
AAPL,price_update,166.52,5796,bullish,2026-04-22 19:33:19,2026-04-22,19,-26.939999999999998,180.41799999999998,True
AAPL,trade,161.27,9971,bearish,2026-04-22 19:33:19,2026-04-22,19,-5.25,175.874,True
AAPL,price_update,185.09,2019,bullish,2026-04-22 19:33:32,2026-04-22,19,23.819999999999993,176.652,False
AAPL,trade,166.81,604,neutral,2026-04-22 19:33:32,2026-04-22,19,-18.28,174.63,False
AAPL,trade,183.36,6467,bearish,2026-04-22 19:33:33,2026-04-22,19,16.55000000000001,172.61,True
AAPL,price_update,195.04,2847,bullish,2026-04-22 19:33:56,2026-04-22,19,11.679999999999978,178.314,False
AAPL,trade,185.46,1186,bearish,2026-04-22 19:34:23,2026-04-22,19,-9.579999999999984,183.152,False
AAPL,trade,188.69,8715,neutral,2026-04-22 19:34:24,2026-04-22,19,3.2299999999999898,183.872,True
AAPL,trade,166.55,1462,bullish,2026-04-22 19:34:34,2026-04-22,19,-22.139999999999986,183.82,False
AAPL,price_update,176.29,8966,bullish,2026-04-22 19:35:08,2026-04-22,19,9.73999999999998,182.406,True
AAPL,trade,189.65,3917,bullish,2026-04-22 19:35:12,2026-04-22,19,13.360000000000014,181.32800000000003,False
AAPL,price_update,183.62,6675,neutral,2026-04-22 19:35:12,2026-04-22,19,-6.030000000000001,180.95999999999998,True
AAPL,price_update,167.52,9005,bearish,2026-04-22 19:35:30,2026-04-22,19,-16.099999999999994,176.726,True
AAPL,price_update,185.87,3759,bullish,2026-04-22 19:35:39,2026-04-22,19,18.349999999999994,180.59,False
AAPL,trade,189.86,805,bearish,2026-04-22 19:35:41,2026-04-22,19,3.990000000000009,183.30400000000003,False
AAPL,price_update,187.09,2888,bullish,2026-04-22 19:35:54,2026-04-22,19,-2.7700000000000102,182.792,False
AAPL,trade,185.69,7198,neutral,2026-04-22 19:36:01,2026-04-22,19,-1.4000000000000057,183.206,True
AAPL,price_update,192.14,5246,bullish,2026-04-22 19:36:54,2026-04-22,19,6.449999999999989,188.13,True
AAPL,price_update,161.47,8831,bullish,2026-04-22 19:37:07,2026-04-22,19,-30.669999999999987,183.25,True
AAPL,price_update,178.64,7615,bullish,2026-04-22 19:37:11,2026-04-22,19,17.169999999999987,181.006,True
AAPL,trade,185.16,6232,bearish,2026-04-22 19:37:20,2026-04-22,19,6.52000000000001,180.62,True
AAPL,price_update,164.0,8664,neutral,2026-04-22 19:37:33,2026-04-22,19,-21.159999999999997,176.28199999999998,True
AAPL,price_update,189.22,4449,bullish,2026-04-22 19:37:36,2026-04-22,19,25.22,175.698,False
AAPL,price_update,191.56,7048,neutral,2026-04-22 19:37:37,2026-04-22,19,2.3400000000000034,181.71599999999998,True
AAPL,price_update,192.15,6613,bearish,2026-04-22 19:37:40,2026-04-22,19,0.5900000000000034,184.41799999999998,True
AAPL,trade,190.43,2384,bearish,2026-04-22 19:37:45,2026-04-22,19,-1.7199999999999989,185.472,False
AAPL,price_update,166.84,4153,neutral,2026-04-22 19:37:56,2026-04-22,19,-23.590000000000003,186.04000000000002,False
AAPL,price_update,194.82,1033,bullish,2026-04-22 19:37:58,2026-04-22,19,27.97999999999999,187.16,False
AAPL,trade,189.1,3356,bearish,2026-04-22 19:38:05,2026-04-22,19,-5.719999999999999,186.668,False
AAPL,price_update,184.15,2896,bearish,2026-04-22 19:38:35,2026-04-22,19,-4.949999999999989,185.068,False
AAPL,price_update,188.69,9756,bearish,2026-04-22 19:39:09,2026-04-22,19,4.539999999999992,184.72,True
AAPL,price_update,188.2,1532,bullish,2026-04-22 19:39:10,2026-04-22,19,-0.4900000000000091,188.992,False
AAPL,trade,189.19,7118,neutral,2026-04-22 19:39:24,2026-04-22,19,0.9900000000000091,187.866,True
AAPL,price_update,187.92,9283,bullish,2026-04-22 19:39:39,2026-04-22,19,-1.2700000000000102,187.63,True
AAPL,price_update,182.53,8451,bullish,2026-04-22 19:39:41,2026-04-22,19,-5.389999999999986,187.30599999999998,True
AAPL,trade,164.84,2798,bullish,2026-04-22 19:39:44,2026-04-22,19,-17.689999999999998,182.536,False
AAPL,price_update,185.12,6963,neutral,2026-04-22 19:39:52,2026-04-22,19,20.28,181.92000000000002,True
AAPL,trade,194.22,3075,neutral,2026-04-22 19:39:53,2026-04-22,19,9.099999999999994,182.926,False
AAPL,price_update,166.35,5461,neutral,2026-04-22 19:40:09,2026-04-22,19,-27.870000000000005,178.612,True
AAPL,trade,163.27,8799,neutral,2026-04-22 19:40:21,2026-04-22,19,-3.079999999999984,174.76000000000002,True
AAPL,price_update,164.4,5445,bullish,2026-04-22 19:40:22,2026-04-22,19,1.1299999999999955,174.672,True
AAPL,trade,164.96,6202,neutral,2026-04-22 19:40:24,2026-04-22,19,0.5600000000000023,170.64000000000001,True
AAPL,price_update,190.39,284,bullish,2026-04-22 19:40:42,2026-04-22,19,25.42999999999998,169.874,False
AAPL,trade,189.77,8466,bullish,2026-04-22 19:41:00,2026-04-22,19,-0.6199999999999761,174.558,True
AAPL,price_update,183.17,5647,bullish,2026-04-22 19:41:02,2026-04-22,19,-6.600000000000023,178.53799999999998,True
AAPL,price_update,189.81,3247,neutral,2026-04-22 19:41:07,2026-04-22,19,6.640000000000015,183.62,False
AAPL,trade,195.03,6120,neutral,2026-04-22 19:41:16,2026-04-22,19,5.219999999999999,189.634,True
AAPL,price_update,187.59,9025,bearish,2026-04-22 19:41:26,2026-04-22,19,-7.439999999999998,189.074,True
AAPL,trade,176.95,8585,bullish,2026-04-22 19:41:33,2026-04-22,19,-10.640000000000015,186.51,True
AAPL,price_update,173.64,142,neutral,2026-04-22 19:41:44,2026-04-22,19,-3.3100000000000023,184.60399999999998,False
AAPL,price_update,186.31,7171,bullish,2026-04-22 19:41:49,2026-04-22,19,12.670000000000016,183.904,True
AAPL,price_update,182.78,610,bullish,2026-04-22 19:41:49,2026-04-22,19,-3.530000000000001,181.454,False
AAPL,price_update,187.46,9198,neutral,2026-04-22 19:41:53,2026-04-22,19,4.680000000000007,181.428,True
AAPL,trade,184.09,5618,neutral,2026-04-22 19:41:59,2026-04-22,19,-3.3700000000000045,182.856,True
AAPL,price_update,193.7,4201,bullish,2026-04-22 19:42:21,2026-04-22,19,9.609999999999985,186.868,False
AAPL,trade,187.23,5859,bullish,2026-04-22 19:42:31,2026-04-22,19,-6.469999999999999,187.052,True
AAPL,trade,166.13,8943,bullish,2026-04-22 19:42:47,2026-04-22,19,-21.099999999999994,183.722,True
AAPL,price_update,185.92,1427,bearish,2026-04-22 19:43:11,2026-04-22,19,19.789999999999992,183.414,False
AAPL,price_update,188.27,4585,bearish,2026-04-22 19:43:13,2026-04-22,19,2.3500000000000227,184.25,False
AAPL,trade,191.48,623,neutral,2026-04-22 19:43:16,2026-04-22,19,3.2099999999999795,183.80599999999998,False
AAPL,price_update,167.72,9993,bullish,2026-04-22 19:43:16,2026-04-22,19,-23.75999999999999,179.904,True
AAPL,trade,190.03,8296,bullish,2026-04-22 19:43:23,2026-04-22,19,22.310000000000002,184.684,True
AAPL,trade,164.29,2767,bullish,2026-04-22 19:43:32,2026-04-22,19,-25.74000000000001,180.358,False
AAPL,trade,166.67,213,bearish,2026-04-22 19:43:54,2026-04-22,19,2.3799999999999955,176.038,False
AAPL,trade,192.23,5829,bearish,2026-04-22 19:43:58,2026-04-22,19,25.560000000000002,176.188,True
AAPL,price_update,168.57,3177,bullish,2026-04-22 19:44:00,2026-04-22,19,-23.659999999999997,176.358,False
AAPL,trade,190.77,6187,bullish,2026-04-22 19:44:13,2026-04-22,19,22.200000000000017,176.506,True
AAPL,price_update,187.76,4447,bearish,2026-04-22 19:44:24,2026-04-22,19,-3.0100000000000193,181.2,False
AAPL,trade,193.47,202,bearish,2026-04-22 19:44:31,2026-04-22,19,5.710000000000008,186.56,False
AAPL,trade,185.28,2202,neutral,2026-04-22 19:44:35,2026-04-22,19,-8.189999999999998,185.17000000000002,False
AAPL,price_update,185.55,6964,bearish,2026-04-22 19:44:49,2026-04-22,19,0.27000000000001023,188.56599999999997,True
AAPL,price_update,193.31,9843,bullish,2026-04-22 19:44:53,2026-04-22,19,7.759999999999991,189.074,True
AAPL,trade,193.39,1405,neutral,2026-04-22 19:44:57,2026-04-22,19,0.07999999999998408,190.2,False
AAPL,price_update,169.12,7505,bullish,2026-04-22 19:45:12,2026-04-22,19,-24.269999999999982,185.32999999999998,True
AAPL,price_update,185.88,8646,neutral,2026-04-22 19:45:17,2026-04-22,19,16.75999999999999,185.45,True
AAPL,trade,193.8,663,bearish,2026-04-22 19:45:32,2026-04-22,19,7.920000000000016,187.1,False
AAPL,trade,190.63,1574,neutral,2026-04-22 19:45:36,2026-04-22,19,-3.170000000000016,186.564,False
AAPL,trade,172.17,625,neutral,2026-04-22 19:45:49,2026-04-22,19,-18.460000000000008,182.32,False
AAPL,trade,164.12,7105,bullish,2026-04-22 19:46:01,2026-04-22,19,-8.049999999999983,181.32,True
AAPL,trade,181.22,2416,bullish,2026-04-22 19:46:04,2026-04-22,19,17.099999999999994,180.388,False
AAPL,trade,190.06,6814,bearish,2026-04-22 19:46:08,2026-04-22,19,8.840000000000003,179.64000000000001,True
AAPL,price_update,189.33,2167,bearish,2026-04-22 19:46:10,2026-04-22,19,-0.7299999999999898,179.38,False
AAPL,trade,165.56,270,bullish,2026-04-22 19:46:11,2026-04-22,19,-23.77000000000001,178.058,False
AAPL,trade,166.7,6617,bearish,2026-04-22 19:46:17,2026-04-22,19,1.1399999999999864,178.574,True
AAPL,price_update,193.04,1419,bullish,2026-04-22 19:46:20,2026-04-22,19,26.340000000000003,180.93800000000002,False
AAPL,price_update,172.01,3257,bullish,2026-04-22 19:46:30,2026-04-22,19,-21.03,177.328,False
AAPL,price_update,168.31,8542,bearish,2026-04-22 19:46:39,2026-04-22,19,-3.6999999999999886,173.12399999999997,True
AAPL,trade,161.13,1973,neutral,2026-04-22 19:46:50,2026-04-22,19,-7.180000000000007,172.238,False
AAPL,price_update,174.95,1487,bearish,2026-04-22 19:46:55,2026-04-22,19,13.819999999999993,173.88799999999998,False
AAPL,trade,191.15,8278,bearish,2026-04-22 19:47:12,2026-04-22,19,16.200000000000017,173.51,True
AAPL,price_update,190.34,8493,bearish,2026-04-22 19:47:32,2026-04-22,19,-0.8100000000000023,177.176,True
AAPL,trade,185.26,5942,bullish,2026-04-22 19:47:51,2026-04-22,19,-5.0800000000000125,180.56599999999997,True
AAPL,price_update,184.21,5807,neutral,2026-04-22 19:47:56,2026-04-22,19,-1.049999999999983,185.18200000000002,True
AAPL,trade,189.42,5721,bearish,2026-04-22 19:47:58,2026-04-22,19,5.2099999999999795,188.076,True
AAPL,trade,164.9,9524,bearish,2026-04-22 19:47:58,2026-04-22,19,-24.519999999999982,182.826,True
AAPL,trade,190.4,8981,bearish,2026-04-22 19:48:12,2026-04-22,19,25.5,182.83800000000002,True
AAPL,price_update,181.45,8218,neutral,2026-04-22 19:48:23,2026-04-22,19,-8.950000000000017,182.076,True
AAPL,price_update,166.06,2457,bullish,2026-04-22 19:48:29,2026-04-22,19,-15.389999999999986,178.446,False
AAPL,trade,190.63,8236,bearish,2026-04-22 19:48:40,2026-04-22,19,24.569999999999993,178.68800000000002,True
AAPL,price_update,185.4,7571,bearish,2026-04-22 19:48:45,2026-04-22,19,-5.22999999999999,182.788,True
AAPL,trade,194.87,5139,neutral,2026-04-22 19:48:57,2026-04-22,19,9.469999999999999,183.682,True
AAPL,trade,195.31,3105,neutral,2026-04-22 19:48:59,2026-04-22,19,0.4399999999999977,186.454,False
AAPL,price_update,186.4,858,bullish,2026-04-22 19:49:06,2026-04-22,19,-8.909999999999997,190.52200000000002,False
AAPL,trade,191.1,7180,bearish,2026-04-22 19:49:28,2026-04-22,19,4.699999999999989,190.61599999999999,True
AAPL,trade,194.89,541,bearish,2026-04-22 19:49:33,2026-04-22,19,3.789999999999992,192.51399999999998,False
AAPL,trade,183.19,9244,neutral,2026-04-22 19:49:35,2026-04-22,19,-11.699999999999989,190.178,True
AAPL,trade,182.09,411,bearish,2026-04-22 19:49:45,2026-04-22,19,-1.0999999999999943,187.53400000000002,False
AAPL,trade,191.18,7255,bullish,2026-04-22 19:50:06,2026-04-22,19,9.090000000000003,188.48999999999998,True
AAPL,price_update,190.08,1673,neutral,2026-04-22 19:50:15,2026-04-22,19,-1.0999999999999943,188.286,False
AAPL,trade,164.34,6035,bearish,2026-04-22 19:50:15,2026-04-22,19,-25.74000000000001,182.17600000000002,True
AAPL,trade,189.26,5408,bearish,2026-04-22 19:50:22,2026-04-22,19,24.919999999999987,183.39000000000001,True
